,Name,Location,Location_encoded,Year,Kilometers_Driven,Fuel_Type,fuel_encoded,Transmission,Transmission_encoder,Owner_Type,Owner_Type_Encoding,Mileage,Engine,Power,Seats,New_Price,Price
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,10,2016,50296,Diesel,1,Automatic,0,Second,1,11.36,2755.0,171.5,7.0,27.07,19.0
3943,Jeep Compass 2.0 Longitude,Kochi,7,2018,26101,Diesel,1,Manual,1,First,0,17.1,1956.0,170.0,5.0,21.38,17.55
3944,Maruti Alto K10 LXI Optional,Pune,10,2016,7000,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,4.36,3.0
3953,Honda Jazz Exclusive CVT,Mumbai,9,2018,3000,Petrol,2,Automatic,0,First,0,19.0,1199.0,88.7,5.0,10.81,8.25
3964,Nissan Sunny XE P,Coimbatore,3,2012,50297,Petrol,2,Manual,1,First,0,16.95,1498.0,97.6,5.0,8.55,4.69
4022,Toyota Corolla Altis 1.8 GL,Chennai,2,2009,32000,Petrol,2,Manual,1,Second,1,14.28,1798.0,138.03,5.0,22.66,4.95
4026,Maruti Alto K10 VXI,Jaipur,6,2016,51264,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,4.24,3.2
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,4,2016,40000,Petrol,2,Automatic,0,First,0,15.04,1991.0,183.0,5.0,41.02,24.5
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,8,2018,14000,Diesel,1,Automatic,0,First,0,17.6,1582.0,126.2,5.0,17,11.25
4061,Audi RS5 Coupe,Mumbai,9,2013,23312,Petrol,2,Automatic,0,First,0,11.05,2894.0,444.0,4.0,1.28,40.5
4069,BMW 5 Series 520d Luxury Line,Coimbatore,3,2014,60280,Diesel,1,Automatic,0,First,0,22.48,1995.0,190.0,5.0,63.71,22.45
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,5,2017,25000,Diesel,1,Automatic,0,First,0,13.33,2993.0,255.0,5.0,2.3,160.0
4083,Maruti Baleno RS Petrol,Coimbatore,3,2018,26731,Petrol,2,Manual,1,First,0,21.1,998.0,100.0,5.0,10.89,8.61
4096,Toyota Camry Hybrid 2.5,Coimbatore,3,2017,23249,Petrol,2,Automatic,0,First,0,19.16,2487.0,175.67,5.0,40.62,26.11
4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,4,2018,10000,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,7.54,6.5
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,3,2016,54253,Petrol,2,Automatic,0,First,0,14.67,1798.0,177.46,5.0,30.19,16.81
4119,Maruti Wagon R VXI,Pune,10,2014,38958,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,5.56,3.41
4125,Datsun redi-GO S,Chennai,2,2016,26239,Petrol,2,Manual,1,First,0,22.7,799.0,53.0,5.0,4.43,2.75
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,3,2019,56251,Diesel,1,Manual,1,First,0,14.24,2755.0,174.5,7.0,37.17,35.82
4134,Honda BR-V i-VTEC S MT,Bangalore,1,2016,34004,Petrol,2,Manual,1,First,0,15.4,1497.0,117.3,7.0,12.9,8.02
4141,Maruti Wagon R CNG LXI,Mumbai,9,2014,47200,CNG,0,Manual,1,First,0,33.54,998.0,67.04,5.0,5.58,2.85
4147,Maruti Dzire VDI,Kochi,7,2017,54758,Diesel,1,Manual,1,First,0,28.4,1248.0,73.75,5.0,8.58,6.67
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,1,2017,53841,Diesel,1,Automatic,0,First,0,11.36,2755.0,171.5,7.0,28.05,20.5
4164,Hyundai Creta 1.6 SX Option,Kochi,7,2017,47183,Petrol,2,Manual,1,Second,1,15.8,1591.0,121.3,5.0,15.86,11.31
4169,Datsun redi-GO T Option,Kochi,7,2018,6279,Petrol,2,Manual,1,First,0,22.7,799.0,53.64,5.0,4.05,3.6
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,3,2017,101065,Diesel,1,Manual,1,First,0,20.5,1582.0,126.2,5.0,19.18,11.45
4181,Maruti Baleno Delta,Kochi,7,2017,15134,Petrol,2,Manual,1,First,0,21.4,1197.0,83.1,5.0,7.36,6.37
4188,Maruti Ertiga VDI,Chennai,2,2016,86000,Diesel,1,Manual,1,Second,1,25.47,1248.0,88.5,7.0,10.99,8.2
4205,Honda City i-DTEC SV,Kolkata,8,2015,39000,Diesel,1,Manual,1,First,0,25.6,1498.0,98.6,5.0,12.23,5.49
4208,Volkswagen Vento 1.6 Highline,Jaipur,6,2016,33000,Petrol,2,Manual,1,First,0,16.09,1598.0,103.5,5.0,11.63,7.7
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,1,2014,46676,Petrol,2,Manual,1,First,0,17.0,1591.0,121.3,5.0,12.27,7.75
4221,Maruti Alto K10 LXI,Kochi,7,2014,51349,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,3.91,2.93
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,3,2018,22060,Diesel,1,Automatic,0,First,0,18.51,1968.0,147.51,5.0,44.8,32.73
4236,Audi A4 35 TDI Premium Plus,Kochi,7,2015,13506,Diesel,1,Automatic,0,First,0,18.25,1968.0,187.74,5.0,50.4,21.66
4237,Renault KWID RXT Optional,Mumbai,9,2016,16000,Petrol,2,Manual,1,First,0,25.17,799.0,53.3,5.0,4.78,2.99
4253,Honda Amaze S Petrol,Kolkata,8,2013,32576,Petrol,2,Manual,1,First,0,19.5,1199.0,88.76,5.0,7.36,3.15
4265,Datsun redi-GO T Option,Coimbatore,3,2017,27509,Petrol,2,Manual,1,First,0,22.7,799.0,53.64,5.0,4.04,3.31
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,9,2016,53000,Petrol,2,Automatic,0,First,0,14.67,1798.0,177.46,5.0,33.36,17.85
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,4,2016,42000,Diesel,1,Automatic,0,First,0,11.36,2755.0,171.5,7.0,26.55,19.6
4300,Maruti Wagon R VXI AMT,Mumbai,9,2018,1997,Petrol,2,Automatic,0,First,0,22.5,998.0,67.0,5.0,6.14,4.45
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,10,2016,47300,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11.96,8.85
4308,Maruti Ertiga VDI,Coimbatore,3,2014,53817,Diesel,1,Manual,1,First,0,25.47,1248.0,88.5,7.0,11.44,7.56
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,0,2016,42388,Diesel,1,Automatic,0,First,0,11.36,2755.0,171.5,7.0,24.63,18.0
4327,BMW X1 xDrive 20d M Sport,Kolkata,8,2017,27001,Diesel,1,Automatic,0,First,0,20.68,1995.0,190.0,5.0,50.26,29.0
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,3,2017,38712,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,7.45,5.87
4346,Maruti Swift ZXI Plus,Ahmedabad,0,2018,2000,Petrol,2,Manual,1,First,0,22.0,1197.0,81.8,5.0,8.16,7.75
4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,3,2019,31271,Diesel,1,Manual,1,First,0,13.68,2393.0,147.8,8.0,24.01,21.42
4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,9,2012,54500,Diesel,1,Manual,1,First,0,21.13,1498.0,108.4,5.0,13.72,4.1
4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,0,2016,54000,Diesel,1,Manual,1,First,0,13.68,2393.0,147.8,7.0,23.14,16.5
4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,5,2017,16500,Petrol,2,Manual,1,First,0,23.84,1199.0,84.0,5.0,6.29,5.0
4403,Honda Amaze V Petrol,Jaipur,6,2018,6000,Petrol,2,Manual,1,First,0,19.5,1199.0,86.76,5.0,8.18,6.7
4408,Maruti Wagon R LXI,Mumbai,9,2010,12000,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,5.04,2.45
4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,8,2018,4500,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,6.4,4.8
4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,7,2017,51223,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,7.48,5.66
4451,Ford Mustang V8,Kochi,7,2018,21290,Petrol,2,Automatic,0,First,0,13.0,4951.0,395.0,4.0,83.92,56.8
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,7,2019,14076,Diesel,1,Automatic,0,First,0,11.36,2755.0,171.5,7.0,20.74,19.4
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,5,2017,22500,Petrol,2,Manual,1,First,0,18.9,1197.0,81.86,5.0,7.82,5.99
4470,Honda Amaze S Diesel,Kolkata,8,2013,46500,Diesel,1,Manual,1,First,0,27.4,1498.0,98.6,5.0,8.54,3.3
4472,Maruti Wagon R VXI,Jaipur,6,2017,39867,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,5.44,4.5
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,9,2015,19000,Diesel,1,Automatic,0,First,0,18.19,1968.0,174.5,5.0,36.94,15.5
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,8,2012,34000,Diesel,1,Manual,1,First,0,20.64,1498.0,108.5,5.0,11.16,3.4
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,7,2016,52378,Petrol,2,Manual,1,First,0,17.0,1591.0,121.3,5.0,13.6,7.97
4495,Maruti Dzire AMT ZDI Plus,Kochi,7,2018,64035,Diesel,1,Automatic,0,First,0,28.4,1248.0,73.75,5.0,10.7,8.55
4516,Maruti Eeco 7 Seater Standard,Chennai,2,2016,55000,Petrol,2,Manual,1,First,0,15.1,1196.0,73.0,7.0,4.87,3.75
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,3,2015,53497,Diesel,1,Manual,1,First,0,13.5,2477.0,175.56,7.0,34.6,16.42
4527,Mercedes-Benz GLE 350d,Chennai,2,2016,29000,Diesel,1,Automatic,0,First,0,11.57,2987.0,254.79,5.0,92.79,65.0
4532,Maruti Wagon R VXI AMT,Kolkata,8,2017,17000,Petrol,2,Automatic,0,First,0,22.5,998.0,67.0,5.0,5.8,3.95
4541,BMW 3 Series 320d,Mumbai,9,2011,51000,Diesel,1,Automatic,0,First,0,22.69,1995.0,190.0,5.0,47.87,10.5
4551,BMW 5 Series 520d Luxury Line,Coimbatore,3,2011,51602,Diesel,1,Automatic,0,First,0,22.48,1995.0,190.0,5.0,63.71,17.27
4554,BMW 3 Series Luxury Line,Pune,10,2016,70000,Diesel,1,Automatic,0,Second,1,21.76,1995.0,190.0,5.0,62.11,27.0
4560,Honda Jazz V,Kochi,7,2017,36973,Petrol,2,Manual,1,First,0,18.2,1199.0,88.7,5.0,8.71,6.8
4563,Maruti Wagon R VXI,Mumbai,9,2014,43628,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,5.61,3.16
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2,2018,3300,Diesel,1,Automatic,0,First,0,24.3,1248.0,88.5,5.0,12.88,11.5
4571,Maruti Alto K10 LXI,Delhi,4,2016,35027,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,3.91,3.0
4590,Maruti Vitara Brezza ZDi,Bangalore,1,2017,45000,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11,9.75
4601,BMW X1 sDrive 20d xLine,Coimbatore,3,2019,15456,Diesel,1,Automatic,0,First,0,20.68,1995.0,190.0,5.0,48.18,36.64
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,7,2015,81828,Diesel,1,Manual,1,First,0,24.0,1186.0,73.97,5.0,8.68,5.43
4633,Renault KWID 1.0 RXT Optional,Jaipur,6,2016,26000,Petrol,2,Manual,1,First,0,21.7,999.0,67.0,5.0,4.78,3.0
4649,Honda WRV i-VTEC VX,Hyderabad,5,2017,15000,Petrol,2,Manual,1,First,0,17.5,1199.0,88.7,5.0,10.83,8.9
4652,Volkswagen Vento 1.6 Comfortline,Kochi,7,2012,60818,Petrol,2,Manual,1,First,0,16.09,1598.0,103.5,5.0,11.05,3.59
4680,Maruti Ertiga VDI,Pune,10,2016,54161,Diesel,1,Manual,1,First,0,25.47,1248.0,88.5,7.0,11.27,7.64
4685,Volkswagen Vento 1.6 Comfortline,Kochi,7,2018,20488,Petrol,2,Manual,1,Second,1,16.09,1598.0,103.5,5.0,11.48,7.64
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,3,2017,72668,Diesel,1,Manual,1,First,0,14.24,2755.0,174.5,7.0,37.17,28.85
4695,Toyota Etios Cross 1.4L VD,Bangalore,1,2014,57464,Diesel,1,Manual,1,First,0,23.59,1364.0,67.06,5.0,9.99,5.75
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2,2016,80000,Diesel,1,Automatic,0,First,0,11.36,2755.0,171.5,7.0,26.95,19.5
4724,Hyundai Xcent 1.2 VTVT E,Pune,10,2018,40000,Petrol,2,Manual,1,First,0,20.14,1197.0,81.86,5.0,6.71,5.0
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,7,2019,12336,Petrol,2,Manual,1,First,0,17.0,1591.0,121.3,5.0,13.6,11.88
4731,Nissan Micra Active XV,Pune,10,2018,24000,Petrol,2,Manual,1,First,0,19.69,1198.0,67.04,5.0,6.99,4.0
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2,2011,121311,Diesel,1,Manual,1,First,0,20.64,1498.0,108.5,5.0,14.32,2.9
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,3,2019,16698,Petrol,2,Manual,1,First,0,23.84,1199.0,84.0,5.0,6.21,5.85
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,5,2016,52000,Diesel,1,Automatic,0,First,0,15.68,1999.0,177.0,5.0,74.49,42.0
4773,Hyundai Elite i20 Sportz Plus,Kochi,7,2017,37460,Petrol,2,Manual,1,First,0,18.6,1197.0,81.86,5.0,8.03,6.28
4778,Mercedes-Benz S-Class S 350 d,Bangalore,1,2011,47140,Diesel,1,Automatic,0,Second,1,13.5,2925.0,281.61,5.0,1.71,30.0
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,1,2016,93000,Diesel,1,Manual,1,First,0,20.5,1582.0,126.2,5.0,19.18,10.8
4788,Volvo V40 D3 R Design,Hyderabad,5,2015,38000,Diesel,1,Automatic,0,Second,1,16.8,1969.0,150.0,5.0,37.9,24.0
4795,BMW 3 Series Luxury Line,Kochi,7,2018,21936,Diesel,1,Automatic,0,First,0,21.76,1995.0,190.0,5.0,58.67,37.92
4807,Skoda Superb Style 1.8 TSI AT,Delhi,4,2013,80000,Petrol,2,Automatic,0,Second,1,14.67,1798.0,177.46,5.0,32.54,7.25
4811,Mahindra Thar CRDe,Coimbatore,3,2017,28599,Diesel,1,Manual,1,First,0,16.55,2498.0,105.0,6.0,11.71,9.66
4819,Datsun redi-GO T,Kolkata,8,2016,15000,Petrol,2,Manual,1,First,0,22.7,799.0,53.64,5.0,3.98,2.25
4826,Maruti Alto K10 VXI,Kochi,7,2015,23876,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,4.09,3.46
4841,BMW 3 Series 320d,Hyderabad,5,2011,89000,Diesel,1,Automatic,0,First,0,22.69,1995.0,190.0,5.0,47.2,13.95
4844,Maruti Wagon R VXI 1.2,Kolkata,8,2014,37000,Petrol,2,Manual,1,First,0,21.5,1197.0,81.8,5.0,5.56,2.8
4858,Audi A4 35 TDI Technology,Hyderabad,5,2017,14000,Diesel,1,Automatic,0,First,0,18.25,1968.0,187.74,5.0,55.61,43.0
4863,Hyundai Santro D Lite,Chennai,2,2001,140000,Petrol,2,Manual,1,Third,2,20.3,1086.0,68.0,5.0,4.55,0.7
4873,Maruti Baleno Alpha,Chennai,2,2016,16000,Petrol,2,Manual,1,First,0,21.4,1197.0,83.1,5.0,8.8,6.95
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,3,2018,17477,Petrol,2,Manual,1,First,0,17.0,1198.0,108.5,5.0,11.13,9.62
4880,Maruti Wagon R LXI,Kochi,7,2014,52431,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,4.59,3.01
4887,Maruti Vitara Brezza ZDi Plus,Kochi,7,2018,57078,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11.58,10.19
4894,Maruti Baleno Alpha Diesel,Hyderabad,5,2017,24000,Diesel,1,Manual,1,First,0,27.39,1248.0,74.0,5.0,10.63,8.4
4902,Maruti Baleno Alpha CVT,Mumbai,9,2018,3000,Petrol,2,Automatic,0,First,0,21.4,1197.0,83.1,5.0,10.3,8.85
4907,Honda City i-VTEC VX,Ahmedabad,0,2017,29000,Petrol,2,Manual,1,First,0,17.4,1497.0,117.3,5.0,12.68,10.0
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,9,2017,24000,Diesel,1,Automatic,0,First,0,17.9,2143.0,170.0,5.0,59.77,46.95
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,3,2018,44383,Petrol,2,Manual,1,First,0,15.8,1591.0,121.3,5.0,17.7,13.25
4929,Hyundai Creta 1.6 SX,Delhi,4,2016,69000,Petrol,2,Manual,1,First,0,15.8,1591.0,121.3,5.0,14.23,9.7
4934,Maruti Dzire AMT VDI,Coimbatore,3,2018,25082,Diesel,1,Automatic,0,First,0,28.4,1248.0,73.75,5.0,9.62,8.37
4942,Audi A4 35 TDI Premium Plus,Coimbatore,3,2014,28469,Diesel,1,Automatic,0,First,0,18.25,1968.0,187.74,5.0,53.14,24.37
4950,Ford Aspire Titanium Diesel,Kolkata,8,2017,60048,Diesel,1,Manual,1,First,0,26.1,1498.0,99.0,5.0,8.91,6.0
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,3,2019,8018,Petrol,2,Automatic,0,First,0,22.0,1197.0,81.8,5.0,10.26,8.3
4968,Tata Tiago AMT 1.2 Revotron XZA,Pune,10,2018,2000,Petrol,2,Automatic,0,First,0,23.84,1199.0,83.83,5.0,6.94,5.0
4973,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,5,2008,109606,Diesel,1,Manual,1,First,0,22.0,1582.0,126.2,5.0,15.59,2.9
4978,Honda Amaze V CVT Petrol,Kochi,7,2019,25717,Petrol,2,Automatic,0,First,0,19.0,1199.0,88.76,5.0,9.47,8.86
4981,Honda Jazz VX,Chennai,2,2017,8000,Petrol,2,Manual,1,First,0,18.2,1199.0,88.7,5.0,9.1,7.9
4984,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,3,2019,24864,Diesel,1,Manual,1,First,0,20.5,1582.0,126.2,5.0,19.18,16.27
4988,BMW 5 Series 530d M Sport,Hyderabad,5,2016,27000,Diesel,1,Automatic,0,First,0,18.59,2993.0,265.0,5.0,78.31,48.0
4989,Audi A3 35 TDI Premium Plus,Mumbai,9,2016,39000,Diesel,1,Automatic,0,First,0,20.38,1968.0,143.0,5.0,42.89,18.9
4998,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,6,2015,66000,Diesel,1,Manual,1,First,0,20.14,1498.0,88.0,5.0,9.56,4.91
5002,BMW X3 xDrive 20d xLine,Kochi,7,2017,36723,Diesel,1,Automatic,0,First,0,18.56,1995.0,190.0,5.0,64.76,32.57
5009,Audi Q7 45 TDI Quattro Technology,Pune,10,2017,59500,Diesel,1,Automatic,0,First,0,14.75,2967.0,245.0,7.0,99.92,68.0
5018,Honda Jazz VX Diesel,Hyderabad,5,2017,17151,Diesel,1,Manual,1,First,0,27.3,1498.0,98.6,5.0,11.05,8.4
5030,Maruti Vitara Brezza LDi,Kochi,7,2018,32539,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,8.63,8.39
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,3,2019,24013,Diesel,1,Automatic,0,First,0,12.81,1999.0,148.31,7.0,69.22,56.14
5049,Jeep Compass 2.0 Sport,Kolkata,8,2017,27000,Diesel,1,Manual,1,First,0,17.1,1956.0,170.0,5.0,18.45,15.0
5059,Maruti Vitara Brezza ZDi,Coimbatore,3,2017,58829,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,9.89,9.05
5062,Maruti Celerio LXI MT,Kolkata,8,2018,30000,Petrol,2,Manual,1,First,0,23.1,998.0,67.04,5.0,4.87,3.75
5078,Maruti Vitara Brezza ZDi,Coimbatore,3,2017,21789,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11,9.88
5079,Hyundai Elite i20 Asta Option,Coimbatore,3,2019,21134,Petrol,2,Manual,1,First,0,18.6,1197.0,81.86,5.0,9.78,8.78
5086,Maruti Dzire VDI,Hyderabad,5,2013,68434,Diesel,1,Manual,1,First,0,28.4,1248.0,73.75,5.0,9.14,5.5
5087,Maruti Alto K10 VXI,Pune,10,2014,17000,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,4.48,2.1
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,9,2013,79225,Diesel,1,Manual,1,First,0,22.0,1582.0,126.2,5.0,15.57,5.5
5102,Maruti Wagon R VXI,Kochi,7,2019,31817,Petrol,2,Manual,1,First,0,22.5,998.0,67.04,5.0,5.12,5.34
5107,Mercedes-Benz GLE 250d,Hyderabad,5,2016,50000,Diesel,1,Automatic,0,First,0,17.9,2143.0,201.15,5.0,79.43,49.0
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,8,2017,45000,Diesel,1,Manual,1,First,0,22.95,1248.0,74.0,5.0,7.94,3.75
5118,Mercedes-Benz GLE 350d,Bangalore,1,2016,28541,Diesel,1,Automatic,0,First,0,11.57,2987.0,254.79,5.0,95.13,60.75
5127,Nissan Micra XV CVT,Kolkata,8,2011,44000,Petrol,2,Automatic,0,First,0,19.15,1198.0,75.94,5.0,8.73,2.65
5133,Tata Zest Revotron 1.2 XT,Coimbatore,3,2015,27000,Petrol,2,Manual,1,First,0,17.57,1193.0,88.7,5.0,8.69,5.27
5135,Honda Jazz VX Diesel,Chennai,2,2016,14980,Diesel,1,Manual,1,First,0,27.3,1498.0,98.6,5.0,10.81,7.4
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,6,2017,39000,Diesel,1,Automatic,0,First,0,17.9,2143.0,136.0,5.0,42.4,27.0
5172,Toyota Corolla Altis 1.8 GL,Coimbatore,3,2015,53920,Petrol,2,Manual,1,First,0,14.28,1798.0,138.03,5.0,23.37,10.77
5175,BMW 5 Series 530d M Sport,Chennai,2,2010,58000,Diesel,1,Automatic,0,First,0,18.59,2993.0,265.0,5.0,79.78,11.75
5178,Maruti Celerio CNG VXI MT,Delhi,4,2015,64687,CNG,0,Manual,1,First,0,31.79,998.0,58.33,5.0,5.87,3.8
5181,Tata Zest Revotron 1.2T XM,Kochi,7,2015,39208,Petrol,2,Manual,1,First,0,17.57,1193.0,88.7,5.0,7.63,4.52
5183,Honda City i-VTEC VX,Coimbatore,3,2013,38622,Petrol,2,Manual,1,First,0,17.4,1497.0,117.3,5.0,12.68,6.26
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,1,2012,79000,Diesel,1,Automatic,0,First,0,22.0,1582.0,126.2,5.0,16.6,5.25
5200,Renault KWID Climber 1.0 AMT,Coimbatore,3,2018,38171,Petrol,2,Automatic,0,Second,1,22.5,999.0,67.0,5.0,5.72,4.99
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,7,2017,53105,Petrol,2,Automatic,0,First,0,22.5,999.0,67.0,5.0,4.93,4.41
5211,Mahindra Bolero ZLX,Coimbatore,3,2017,68557,Diesel,1,Manual,1,First,0,15.96,2523.0,62.1,7.0,11.28,8.14
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,5,2016,34000,Diesel,1,Manual,1,First,0,20.64,1498.0,108.5,5.0,14.2,8.45
5229,BMW 3 Series 320d,Bangalore,1,2012,73000,Diesel,1,Automatic,0,First,0,22.69,1995.0,190.0,5.0,48.79,12.5
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,7,2017,63423,Diesel,1,Manual,1,First,0,23.0,1498.0,98.96,5.0,10.42,7.69
5237,Hyundai Creta 1.6 SX Option,Kochi,7,2018,53322,Petrol,2,Manual,1,First,0,15.8,1591.0,121.3,5.0,16.06,12.13
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,5,2017,21800,Petrol,2,Manual,1,First,0,17.0,1497.0,121.36,5.0,11.27,8.75
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,6,2018,1001,Petrol,2,Manual,1,First,0,19.0,1194.0,94.68,5.0,8.44,7.23
5254,Hyundai Elantra 1.6 SX,Pune,10,2013,170000,Diesel,1,Manual,1,First,0,22.54,1582.0,126.2,5.0,20.87,7.5
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,10,2016,85000,Diesel,1,Manual,1,First,0,24.3,1248.0,88.5,5.0,11.96,8.9
5260,Toyota Etios Cross 1.4L VD,Jaipur,6,2014,62322,Diesel,1,Manual,1,First,0,23.59,1364.0,67.06,5.0,9.55,4.9
5261,Maruti Alto K10 VXI,Kochi,7,2015,37929,Petrol,2,Manual,1,First,0,24.07,998.0,67.1,5.0,4.09,3.69
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2,2016,5400,Petrol,2,Manual,1,First,0,23.84,1199.0,84.0,5.0,5.45,3.98
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,7,2017,14576,Petrol,2,Manual,1,First,0,17.0,1198.0,73.75,5.0,8.38,6.69
5267,Honda BRV i-VTEC V CVT,Mumbai,9,2017,17000,Petrol,2,Automatic,0,First,0,16.0,1497.0,117.3,7.0,15.02,9.5
5271,Maruti Celerio ZXI Optional AMT,Kochi,7,2018,12278,Petrol,2,Automatic,0,First,0,23.1,998.0,67.04,5.0,5.95,5.63
5272,Hyundai Creta 1.6 SX,Coimbatore,3,2018,17665,Petrol,2,Manual,1,First,0,15.8,1591.0,121.3,5.0,15.36,11.78
5279,Tata Zest Revotron 1.2T XE,Kolkata,8,2017,65000,Petrol,2,Manual,1,First,0,17.57,1193.0,88.7,5.0,6.59,4.8
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,8,2014,38000,Petrol,2,Manual,1,First,0,16.09,1598.0,103.5,5.0,10.94,3.49
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,5,2016,29647,Diesel,1,Manual,1,First,0,20.14,1498.0,88.0,5.0,10.15,6.3
5291,Maruti Baleno RS Petrol,Kochi,7,2018,43639,Petrol,2,Manual,1,First,0,21.1,998.0,100.0,5.0,9.83,8.15
5304,BMW 3 Series Luxury Line,Bangalore,1,2017,21000,Diesel,1,Automatic,0,First,0,21.76,1995.0,190.0,5.0,62.07,35.0
5308,Maruti Dzire VXI,Pune,10,2013,74000,Petrol,2,Manual,1,First,0,22.0,1197.0,81.8,5.0,7.67,4.5
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2,2017,25000,Diesel,1,Manual,1,First,0,20.14,1498.0,88.0,5.0,9.97,6.9
5313,Audi A6 35 TDI Matrix,Chennai,2,2015,20000,Diesel,1,Automatic,0,First,0,18.53,1968.0,187.74,5.0,67.67,35.5
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,7,2018,32663,Diesel,1,Manual,1,First,0,24.0,1186.0,73.97,5.0,8.18,6.28
